,Image,Frame,Class,Presence,TorsoBoundingBoxRatio,FrHeadGroundDistanceame,BufferedHeadGroundDistance,HeadVelocity,BufferedHeadVelocity,TorsoHeight,BufferedTorsoHeight,Centroid,BufferedCentroid
89,1608210740238067543,37,0,0.6,1.3939659961901238,0.4540482504199535,1.0003805160522459,0.11060750484466553,0.12326856702566147,0.4411303684663393,0.9936713576316832,0.4990360140800476,0.6755553483963013
90,1608210740591727046,38,0,0.6,2.0557306013894565,0.2631709067194011,0.7809855341911316,0.9724236726760864,0.2692426145076752,0.5601903961732188,0.8279845714569092,0.5176317095756531,0.5982465744018555
91,1608210740732710097,39,0,0.56,1.753949901919994,0.24571615955559675,0.5914519429206848,0.4451223015785217,0.2465367764234543,0.6587440261881691,0.71486496925354,0.5371881127357483,0.5614661574363708
92,1608210741015091337,40,0,0.52,1.9419317282847848,0.13678689141383413,0.4037603437900543,0.008619533851742744,0.12863533198833466,0.4077334833398048,0.5756834149360657,0.4235166013240814,0.5195630192756653
93,1608210741155641367,41,0,0.48,1.3075165796864676,0.2628176263081502,0.2725079655647278,-0.1314367651939392,0.0953936129808426,0.6485075047780374,0.5432611703872681,0.5217082500457764,0.4998161494731903
94,1608210730959169666,42,0,1.0,0.25478317333356154,0.9387870609063598,0.3694557249546051,-0.5351201891899109,-0.12795774638652802,0.965234379923258,0.6480819582939148,0.6510121822357178,0.5302113890647888
95,1608210732199985958,43,0,1.0,0.25484485029756354,0.9399935845273458,0.5048202276229858,-1.6292738109768836e-06,-0.1035616099834442,0.9664864635166872,0.7293411493301392,0.6513824462890625,0.5569615364074707
96,1608210732406395546,44,0,1.0,0.2575529814708244,0.9418265948792302,0.6440423727035522,-3.755109355552122e-05,-0.10781963914632796,0.9683660890658364,0.7912655472755432,0.6517665386199951,0.5798771977424622
97,1608210732547150860,45,0,1.0,0.25756392990623045,0.9437526547720472,0.8054354786872864,-2.949598274426535e-05,-0.16725660860538485,0.9703408544776188,0.9037870168685912,0.6526609063148499,0.6257060766220093
98,1608210732681869256,46,0,1.0,0.2575800870544778,0.946291991847905,0.9421303272247314,2.9302398161235037e-06,-0.16524671018123627,0.9729519189326626,0.9686759710311892,0.6544163227081299,0.6522477269172668
99,1608210732815622775,47,0,1.0,0.25760376492861936,0.9493524445061476,0.9442434310913086,0.00010444281360832973,-1.0660266980266895e-06,0.9761018409332726,0.9708494544029236,0.6560930609703064,0.6532638669013977
100,1608210732951246724,48,0,1.0,0.2575920805726151,0.9528128306628322,0.9468072652816772,7.460299821104853e-05,1.6744759705034085e-05,0.9796653356981398,0.9734851717948914,0.6584880948066711,0.6546849608421326
101,1608210733158321586,49,0,1.0,0.2617477474316773,0.9513928013609744,0.9487205743789672,0.0005809349822811782,0.0005222468753345312,0.9783235863796916,0.9754766821861268,0.6589366793632507,0.6561190485954285
102,1608210733296296751,50,0,1.0,0.26444582925058435,0.9557199617504352,0.9511139988899232,0.00010989078873535618,0.0005263637285679579,0.98277526718639,0.9779635667800904,0.6623883247375488,0.6580644845962524
103,1608210733437990952,51,0,1.0,0.2644282309187476,0.9602058651312044,0.9538967609405518,5.349653656594455e-05,0.0005270593683235346,0.987388389628452,0.9808509349822998,0.665503740310669,0.6602819561958313
104,1608210733578570860,52,0,1.0,0.2644708128189212,0.9630989644358612,0.9566460847854614,7.289559289347379e-05,0.0005256120930425823,0.9903628331130759,0.983703076839447,0.6675127148628235,0.6625658869743347
105,1608210733717981297,53,0,1.0,0.2679400833775661,0.9647979910449812,0.9590431451797484,0.0003117149462923408,0.0005318053881637752,0.9894487251513392,0.9856597781181335,0.6678186058998108,0.6644319891929626
106,1608210733927141936,54,0,1.0,0.26596469933604705,0.9608387836353278,0.9609323143959044,0.012992469593882559,0.003634086344391108,0.9854349472920452,0.9870820045471193,0.6660639643669128,0.6658574938774109
107,1608210734206701997,55,0,1.0,0.2639124625518597,0.9531659430713516,0.9604215025901794,0.0005929064354859293,0.0010548840509727595,0.9776213125941268,0.9860512018203736,0.6639609932899475,0.6661719679832458
108,1608210734345473331,56,0,1.0,0.2618637455324117,0.9494227221799826,0.9582648277282716,0.00031018533627502615,0.0010622936533764005,0.9711537712189722,0.9828042984008788,0.6605097055435181,0.6651732325553894
109,1608210734626226561,57,0,1.0,0.26184314930561986,0.9413284506947333,0.9539107680320741,0.019054358825087547,0.002033805008977652,0.9682587095460408,0.978383481502533,0.6590261459350586,0.6634759306907654
110,1608210734902073571,58,0,1.0,0.2506997108305655,0.9361581525087448,0.9481828212738036,3.2991167245199904e-05,0.0019768900237977505,0.9630068752225474,0.9730951189994812,0.6567509770393372,0.6612623929977417
111,1608210735394365942,59,0,1.0,0.2520731354683692,0.927941066242155,0.9416033029556274,0.0011136502726003528,0.0013368903892114758,0.9654067810168738,0.9690895080566406,0.6525086760520935,0.6585513353347778
112,1608210735742103290,60,0,1.0,0.2246408901158168,0.9413384227110166,0.9392378330230712,-0.030784321948885918,4.835487743548583e-06,0.9760615304725072,0.9687775373458862,0.6632294058799744,0.6584050059318542
113,1608210736021279330,61,0,1.0,0.21605466827505268,0.9704707956590534,0.943447470664978,-0.0011739666806533933,-0.000524535367731005,1.0025501380543451,0.9750568270683287,0.6875014901161194,0.6638033390045166
114,1608210736159621493,62,0,1.0,0.22012241945813416,0.9781679290984898,0.9508153200149536,-0.03834449499845505,-0.001584357931278646,1.0076139894620644,0.9829279184341432,0.6877674460411072,0.6695516109466553
115,1608210736506482421,63,0,1.0,0.2354527484689525,1.0281161678256128,0.969206929206848,-0.05388801544904709,-0.0034077451564371586,1.0548203022476268,1.0012905597686768,0.7236919403076172,0.6829397678375244
116,1608210736785665402,64,0,1.0,0.2599459256339501,1.0457529595248067,0.9927693009376526,-0.05758863314986229,-0.009874462150037287,1.0776966349072907,1.0237486362457275,0.7349048852920532,0.6994190216064453
117,1608210736924718670,65,0,1.0,0.2769168600875762,1.0578352699502054,1.016068696975708,-0.09548654407262802,-0.010720363818109035,1.0871249081291992,1.0459611415863037,0.7389508485794067,0.7145633697509766
118,1608210737269219791,66,0,1.0,0.2777826428780498,1.07509903442599,1.0369942188262942,-0.0045844055712223036,-0.013462427072227,1.1017246528403244,1.065796136856079,0.7468916773796082,0.7264413833618164
119,1608210737547111338,67,0,1.0,0.2397589920726577,1.1313868889782444,1.0676380395889282,-0.0574624091386795,-0.015008410438895226,1.163168061548772,1.0969069004058838,0.7914144992828369,0.7471707463264465
120,1608210737687842904,68,0,1.0,0.2380720777564657,1.1449949629178409,1.091013789176941,-0.07527882605791092,-0.014094684273004532,1.168880123581744,1.1197187900543213,0.7946934103965759,0.7613710761070251
121,1608210737964881400,69,0,1.0,0.2124410203284912,1.2026633864059195,1.1223958730697632,-0.08597980439662932,-0.01551447156816721,1.2316931104418505,1.1505181789398191,0.8356649279594421,0.7815230488777161
122,1608210738312085246,70,0,1.0,0.21763981096371726,1.2540281272322429,1.1616344451904297,-0.012477720156311987,-0.012986984103918077,1.2829680287883485,1.1896867752075195,0.8540196418762207,0.8045368194580078
123,1608210738453059245,71,0,1.0,0.2155872803439567,1.2887903007621464,1.204372763633728,-0.16721318662166595,-0.024070670828223232,1.315059494007628,1.2323538064956665,0.8789006471633911,0.8309385776519775
124,1608210738734459347,72,0,1.0,0.21402732843677472,1.3098235813002388,1.2400600910186768,-0.08380518108606339,-0.025444183498620987,1.3437835316219628,1.2684768438339231,0.887157678604126,0.8500872254371643
125,1608210738879129406,73,0,1.0,0.21467256157915232,1.3482300969920555,1.2807071208953855,-0.14395493268966675,-0.027290917932987213,1.3820539222876391,1.3111116886138916,0.9148467779159546,0.8741179108619691
126,1608210739160408485,74,0,1.0,0.22761978899728136,1.3601455106318192,1.3122036457061768,0.006234354805201292,-0.009951011277735232,1.3886241470634708,1.3424978256225586,0.904175579547882,0.8878200650215149
127,1608210739535703154,75,0,0.96,0.3227762906016481,1.1933839472150771,1.300074815750122,0.6675853133201599,0.03825068846344948,1.2243419376978666,1.3307726383209229,0.7210901975631714,0.8612341880798341
128,1608210739674799822,76,0,0.88,0.3808130720408129,1.0752450137894782,1.2573657035827637,0.8343148827552795,0.06357284635305405,1.103641209597224,1.2884889841079712,0.6330320835113525,0.8120604157447815
129,1608210739958249341,77,0,0.88,0.4649507052700813,0.9190795659836304,1.1792168617248535,1.1474920511245728,0.12675891816616058,0.8106189188323102,1.1818560361862185,0.620442807674408,0.7587175369262695
130,1608210740238067543,78,0,0.6,1.3939659961901238,0.4540482504199535,1.0003805160522459,0.11060750484466553,0.12326856702566147,0.4411303684663393,0.9936713576316832,0.4990360140800476,0.6755553483963013
131,1608210740591727046,79,0,0.6,2.0557306013894565,0.2631709067194011,0.7809855341911316,0.9724236726760864,0.2692426145076752,0.5601903961732188,0.8279845714569092,0.5176317095756531,0.5982465744018555
132,1608210740732710097,80,0,0.56,1.753949901919994,0.24571615955559675,0.5914519429206848,0.4451223015785217,0.2465367764234543,0.6587440261881691,0.71486496925354,0.5371881127357483,0.5614661574363708
133,1608210741015091337,81,0,0.52,1.9419317282847848,0.13678689141383413,0.4037603437900543,0.008619533851742744,0.12863533198833466,0.4077334833398048,0.5756834149360657,0.4235166013240814,0.5195630192756653
134,1608210741155641367,82,0,0.48,1.3075165796864676,0.2628176263081502,0.2725079655647278,-0.1314367651939392,0.0953936129808426,0.6485075047780374,0.5432611703872681,0.5217082500457764,0.4998161494731903
135,1608210730959169666,1,0,1.0,0.25478317333356154,0.9387870609063598,0.3694557249546051,-0.5351201891899109,-0.12795774638652802,0.965234379923258,0.6480819582939148,0.6510121822357178,0.5302113890647888
136,1608210732199985958,2,0,1.0,0.25484485029756354,0.9399935845273458,0.5048202276229858,-1.6292738109768836e-06,-0.1035616099834442,0.9664864635166872,0.7293411493301392,0.6513824462890625,0.5569615364074707
137,1608210732406395546,3,0,1.0,0.2575529814708244,0.9418265948792302,0.6440423727035522,-3.755109355552122e-05,-0.10781963914632796,0.9683660890658364,0.7912655472755432,0.6517665386199951,0.5798771977424622
138,1608210732547150860,4,0,1.0,0.25756392990623045,0.9437526547720472,0.8054354786872864,-2.949598274426535e-05,-0.16725660860538485,0.9703408544776188,0.9037870168685912,0.6526609063148499,0.6257060766220093
139,1608210732681869256,5,0,1.0,0.2575800870544778,0.946291991847905,0.9421303272247314,2.9302398161235037e-06,-0.16524671018123627,0.9729519189326626,0.9686759710311892,0.6544163227081299,0.6522477269172668
140,1608210732815622775,6,0,1.0,0.25760376492861936,0.9493524445061476,0.9442434310913086,0.00010444281360832973,-1.0660266980266895e-06,0.9761018409332726,0.9708494544029236,0.6560930609703064,0.6532638669013977
141,1608210732951246724,7,0,1.0,0.2575920805726151,0.9528128306628322,0.9468072652816772,7.460299821104853e-05,1.6744759705034085e-05,0.9796653356981398,0.9734851717948914,0.6584880948066711,0.6546849608421326
142,1608210733158321586,8,0,1.0,0.2617477474316773,0.9513928013609744,0.9487205743789672,0.0005809349822811782,0.0005222468753345312,0.9783235863796916,0.9754766821861268,0.6589366793632507,0.6561190485954285
143,1608210733296296751,9,0,1.0,0.26444582925058435,0.9557199617504352,0.9511139988899232,0.00010989078873535618,0.0005263637285679579,0.98277526718639,0.9779635667800904,0.6623883247375488,0.6580644845962524
144,1608210733437990952,10,0,1.0,0.2644282309187476,0.9602058651312044,0.9538967609405518,5.349653656594455e-05,0.0005270593683235346,0.9873883896284521,0.9808509349822998,0.665503740310669,0.6602819561958313
145,1608210733578570860,11,0,1.0,0.2644708128189212,0.9630989644358612,0.9566460847854614,7.289559289347379e-05,0.0005256120930425823,0.990362833113076,0.983703076839447,0.6675127148628235,0.6625658869743347
146,1608210733717981297,12,0,1.0,0.2679400833775661,0.9647979910449812,0.9590431451797484,0.0003117149462923408,0.0005318053881637752,0.9894487251513392,0.9856597781181335,0.6678186058998108,0.6644319891929626
147,1608210733927141936,13,0,1.0,0.26596469933604705,0.9608387836353278,0.9609323143959044,0.012992469593882559,0.003634086344391108,0.9854349472920452,0.9870820045471193,0.6660639643669128,0.6658574938774109
148,1608210734206701997,14,0,1.0,0.2639124625518597,0.9531659430713516,0.9604215025901794,0.0005929064354859293,0.0010548840509727595,0.9776213125941268,0.9860512018203736,0.6639609932899475,0.6661719679832458
149,1608210734345473331,15,0,1.0,0.2618637455324117,0.9494227221799826,0.9582648277282716,0.00031018533627502615,0.0010622936533764005,0.9711537712189722,0.9828042984008788,0.6605097055435181,0.6651732325553894
150,1608210734626226561,16,0,1.0,0.26184314930561986,0.9413284506947333,0.953910768032074,0.019054358825087547,0.002033805008977652,0.9682587095460408,0.978383481502533,0.6590261459350586,0.6634759306907654
151,1608210734902073571,17,0,1.0,0.2506997108305655,0.9361581525087448,0.9481828212738036,3.2991167245199904e-05,0.0019768900237977505,0.9630068752225474,0.9730951189994812,0.6567509770393372,0.6612623929977417
152,1608210735394365942,18,0,1.0,0.2520731354683692,0.927941066242155,0.9416033029556274,0.0011136502726003528,0.0013368903892114758,0.9654067810168738,0.9690895080566406,0.6525086760520935,0.6585513353347778
153,1608210735742103290,19,0,1.0,0.2246408901158168,0.9413384227110166,0.9392378330230712,-0.030784321948885918,4.835487743548583e-06,0.9760615304725072,0.9687775373458862,0.6632294058799744,0.6584050059318542
154,1608210736021279330,20,0,1.0,0.21605466827505268,0.9704707956590534,0.943447470664978,-0.0011739666806533933,-0.000524535367731005,1.0025501380543451,0.9750568270683287,0.6875014901161194,0.6638033390045166
155,1608210736159621493,21,0,1.0,0.22012241945813416,0.9781679290984898,0.9508153200149536,-0.03834449499845505,-0.001584357931278646,1.0076139894620644,0.9829279184341432,0.6877674460411072,0.6695516109466553
156,1608210736506482421,22,0,1.0,0.2354527484689525,1.0281161678256128,0.969206929206848,-0.05388801544904709,-0.0034077451564371586,1.0548203022476268,1.0012905597686768,0.7236919403076172,0.6829397678375244
157,1608210736785665402,23,0,1.0,0.2599459256339501,1.0457529595248067,0.9927693009376526,-0.05758863314986229,-0.009874462150037287,1.0776966349072907,1.0237486362457275,0.7349048852920532,0.6994190216064453
158,1608210736924718670,24,0,1.0,0.2769168600875762,1.0578352699502054,1.016068696975708,-0.09548654407262802,-0.010720363818109035,1.0871249081291992,1.0459611415863037,0.7389508485794067,0.7145633697509766
159,1608210737269219791,25,0,1.0,0.2777826428780498,1.07509903442599,1.0369942188262942,-0.0045844055712223036,-0.013462427072227,1.1017246528403244,1.065796136856079,0.7468916773796082,0.7264413833618164
160,1608210737547111338,26,0,1.0,0.2397589920726577,1.1313868889782444,1.0676380395889282,-0.0574624091386795,-0.015008410438895226,1.163168061548772,1.0969069004058838,0.7914144992828369,0.7471707463264465
161,1608210737687842904,27,0,1.0,0.2380720777564657,1.1449949629178409,1.091013789176941,-0.07527882605791092,-0.014094684273004532,1.168880123581744,1.1197187900543213,0.7946934103965759,0.7613710761070251
162,1608210737964881400,28,0,1.0,0.2124410203284912,1.2026633864059195,1.1223958730697632,-0.08597980439662932,-0.01551447156816721,1.2316931104418505,1.1505181789398191,0.8356649279594421,0.7815230488777161
163,1608210738312085246,29,0,1.0,0.21763981096371726,1.2540281272322429,1.1616344451904297,-0.012477720156311987,-0.012986984103918077,1.2829680287883485,1.1896867752075195,0.8540196418762207,0.8045368194580078
164,1608210738453059245,30,0,1.0,0.2155872803439567,1.2887903007621464,1.204372763633728,-0.16721318662166595,-0.024070670828223232,1.315059494007628,1.2323538064956665,0.8789006471633911,0.8309385776519775
165,1608210738734459347,31,0,1.0,0.21402732843677472,1.3098235813002388,1.2400600910186768,-0.08380518108606339,-0.025444183498620987,1.3437835316219628,1.2684768438339231,0.887157678604126,0.8500872254371643
166,1608210738879129406,32,0,1.0,0.21467256157915232,1.3482300969920555,1.2807071208953855,-0.14395493268966675,-0.027290917932987213,1.3820539222876391,1.3111116886138916,0.9148467779159546,0.8741179108619691
167,1608210739160408485,33,0,1.0,0.22761978899728136,1.3601455106318192,1.3122036457061768,0.006234354805201292,-0.009951011277735232,1.3886241470634708,1.3424978256225586,0.9041755795478821,0.8878200650215149
168,1608210739535703154,34,0,0.96,0.3227762906016481,1.1933839472150771,1.300074815750122,0.6675853133201599,0.03825068846344948,1.2243419376978666,1.3307726383209229,0.7210901975631714,0.8612341880798341
169,1608210739674799822,35,0,0.88,0.3808130720408129,1.0752450137894782,1.2573657035827637,0.8343148827552795,0.06357284635305405,1.1036412095972241,1.2884889841079712,0.6330320835113525,0.8120604157447815
170,1608210739958249341,36,0,0.88,0.4649507052700813,0.9190795659836304,1.1792168617248535,1.1474920511245728,0.12675891816616058,0.8106189188323102,1.1818560361862185,0.620442807674408,0.7587175369262695
171,1608210740238067543,37,0,0.6,1.3939659961901238,0.4540482504199535,1.000380516052246,0.11060750484466553,0.12326856702566147,0.4411303684663393,0.9936713576316832,0.4990360140800476,0.6755553483963013
172,1608210740591727046,38,0,0.6,2.0557306013894565,0.2631709067194011,0.7809855341911316,0.9724236726760864,0.2692426145076752,0.5601903961732188,0.8279845714569092,0.5176317095756531,0.5982465744018555
173,1608210740732710097,39,0,0.56,1.753949901919994,0.24571615955559675,0.5914519429206848,0.4451223015785217,0.2465367764234543,0.6587440261881691,0.71486496925354,0.5371881127357483,0.5614661574363708
174,1608210741015091337,40,0,0.52,1.9419317282847848,0.13678689141383413,0.4037603437900543,0.008619533851742744,0.12863533198833466,0.4077334833398048,0.5756834149360657,0.4235166013240814,0.5195630192756653
175,1608210741155641367,41,0,0.48,1.3075165796864676,0.2628176263081502,0.2725079655647278,-0.1314367651939392,0.0953936129808426,0.6485075047780374,0.5432611703872681,0.5217082500457764,0.4998161494731903
176,1608210730959169666,1,0,1.0,0.25478317333356154,0.9387870609063598,0.3694557249546051,-0.5351201891899109,-0.12795774638652802,0.965234379923258,0.6480819582939148,0.6510121822357178,0.5302113890647888
177,1608210732199985958,2,0,1.0,0.25484485029756354,0.9399935845273458,0.5048202276229858,-1.6292738109768836e-06,-0.1035616099834442,0.9664864635166872,0.7293411493301392,0.6513824462890625,0.5569615364074707
178,1608210732406395546,3,0,1.0,0.2575529814708244,0.9418265948792302,0.6440423727035522,-3.755109355552122e-05,-0.10781963914632796,0.9683660890658364,0.7912655472755432,0.6517665386199951,0.5798771977424622
179,1608210732547150860,4,0,1.0,0.25756392990623045,0.9437526547720472,0.8054354786872864,-2.949598274426535e-05,-0.16725660860538485,0.9703408544776188,0.9037870168685912,0.6526609063148499,0.6257060766220093
