,Image,Video,Frame,Class,Presence,TorsoBoundingBoxRatio,HeadGroundDistance,BufferedHeadGroundDistance,HeadVelocity,BufferedHeadVelocity,TorsoHeight,BufferedTorsoHeight,Centroid,BufferedCentroid
0,1608737229654614610,1,1,0,1.0,0.23162955301444066,0.9126835169183268,0.7734490036964417,-0.5151872634887695,0.04916097968816757,0.927305347971812,0.7956529855728149,0.636935293674469,0.4556450545787811
1,1608737229726901959,1,2,0,1.0,0.23688467916035424,0.9211778429464692,0.7261243462562561,-0.06612641364336014,0.04582509025931358,0.9311206831821056,0.7445896863937378,0.6403374671936035,0.4516658186912537
2,1608737229804933584,1,3,0,1.0,0.2276315357841129,0.9205595392849034,0.698273241519928,-7.008067041169852e-05,0.019817646592855453,0.9305631642318196,0.7101235389709473,0.6392152309417725,0.4641897678375244
3,1608737229961352572,1,4,0,1.0,0.20989280482950384,0.9520519562544156,0.7568601369857788,-0.0002766611287370324,-0.1164832040667534,0.966880134349848,0.7784053087234497,0.6685439348220825,0.5371118187904358
4,1608737230182894989,1,5,0,1.0,0.21486908645863592,0.9570374378261041,0.9327020645141602,-6.859193945274456e-06,-0.1330900639295578,0.9719592485275604,0.945565700531006,0.6745092868804932,0.651908278465271
5,1608737230322715413,1,6,0,1.0,0.21991732264114106,0.9619970241335952,0.9425647258758544,-0.00040026183705776935,-0.0009904741309583187,0.976979199046652,0.9555004835128784,0.67795729637146,0.6601126194000244
6,1608737230530150710,1,7,0,1.0,0.23003925677817985,0.9655316109651204,0.9514354467391968,-0.0001179112441604957,-3.141234265058301e-05,0.9805900461140944,0.9653943181037904,0.6795868873596191,0.6679624915122986
7,1608737230741063106,1,8,0,1.0,0.2289565235638386,0.9726408679363336,0.9618517160415648,-0.023282812908291817,-0.0009683078969828783,0.9878185863756208,0.9768454432487488,0.6753027439117432,0.6751800179481506
8,1608737230879203278,1,9,0,1.0,0.2315280751590305,0.9307591067211816,0.9575931429862976,-0.0007737486739642918,-0.000983905978500843,0.9507716787415617,0.9736236929893494,0.6380295753479004,0.6690771579742432
9,1608737231090175386,1,10,0,1.0,0.2095513289758976,0.972489877243122,0.9606837034225464,-0.0021873617079108953,-0.002874538768082857,0.997400049414011,0.9787119030952454,0.6806565523147583,0.6703065633773804
10,1608737231300138590,1,11,0,1.0,0.232106645740474,0.9835154267906346,0.9649873971939088,-0.07105759531259538,-0.00565541908144951,1.0033873846243853,0.9839935302734376,0.6820722818374634,0.671129584312439
11,1608737231509326013,1,12,0,1.0,0.24562589889864705,0.9831317185302022,0.9685074090957642,-0.023411236703395844,-0.006577458698302507,1.0028939486163646,0.9884543418884276,0.6776242852210999,0.670737087726593
12,1608737231733424786,1,13,0,1.0,0.2375290161540621,0.9653787238687584,0.9670549631118774,-0.022194765508174896,-0.006573005579411984,0.9898729089563728,0.9888651967048644,0.662314772605896,0.6681395173072815
13,1608737231873288600,1,14,0,1.0,0.2216341022744989,0.9814189146629654,0.9771868586540222,-0.03509708121418953,-0.007478761952370404,1.0105274624461174,1.0008163452148438,0.6761506199836731,0.675763726234436
14,1608737232086554739,1,15,0,1.0,0.2206379335185359,0.9910179110513636,0.9808924794197084,-0.002151956083253026,-0.0074463021010160455,1.0153262084007943,1.0044015645980835,0.6776668429374695,0.6751657724380493
15,1608737232298037388,1,16,0,1.0,0.2244147032088504,1.000574261455614,0.9843042492866516,-0.04594017192721367,-0.0064609674736857406,1.0199884325377435,1.0077219009399414,0.6727145910263062,0.6732942461967468
16,1608737232510428163,1,17,0,1.0,0.2305079174950373,1.0147449301607978,0.9906269311904908,-0.06816878169775009,-0.008266153745353222,1.0342709524642542,1.013997197151184,0.6749621629714966,0.6727617979049683
17,1608737232716429220,1,18,0,0.96,0.2299386936206821,1.028901753464494,1.0033315420150757,-0.07142280042171477,-0.01013978011906147,1.058046918243258,1.0276319980621338,0.6867560148239136,0.6776500344276428
18,1608737232997988134,1,19,0,0.88,0.2460598364382503,1.0571972536109402,1.0184872150421145,-0.1037479117512703,-0.01435878127813339,1.086310578767327,1.0427886247634888,0.697456955909729,0.681911289691925
19,1608737233136218340,1,20,0,0.96,0.2439294804983892,1.0657826394313192,1.0334401130676272,-0.002164188539609313,-0.014540305361151697,1.0949287885625492,1.0587091445922852,0.7032466530799866,0.6870272755622864
20,1608737233414903327,1,21,0,0.92,0.24507466448929124,1.0888366402708478,1.0510926246643066,-0.08702405542135239,-0.017045853659510612,1.1082983505153272,1.0763711929321291,0.7089409232139587,0.694272518157959
21,1608737233693836975,1,22,0,0.96,0.2451745416699773,1.101981230383055,1.0685399770736694,-0.05216222256422043,-0.01685183495283127,1.1261795227248472,1.0947527885437012,0.7144756913185121,0.7021752595901489
22,1608737233900389361,1,23,0,0.92,0.24634454458922656,1.1148631103970918,1.0857322216033936,-0.07010664790868759,-0.016807708889245987,1.139105647381521,1.11096453666687,0.7110227942466736,0.7070286273956299
23,1608737234176899685,1,24,0,0.84,0.2525694554960424,1.1371506893561043,1.1017229557037354,-0.005290700122714043,-0.008912350982427597,1.1661159417585127,1.126925706863403,0.7162689566612244,0.7107909917831421
24,1608737234383946141,1,25,0,0.84,0.2584683351088189,1.163780402083893,1.1213223934173584,-0.13964276015758514,-0.019193125888705254,1.1926651498744056,1.1464729309082031,0.7332858443260193,0.7167988419532776
25,1608737234673693145,1,26,0,0.84,0.2574135583043832,1.1900550155857372,1.141566038131714,-0.09965460002422333,-0.019987186416983604,1.2141402292005126,1.167641282081604,0.7396727204322815,0.7229452133178711
26,1608737235024942429,1,27,0,0.8,0.25619397629038976,1.2252026314977202,1.166210412979126,-0.008242585696280003,-0.013582346960902214,1.2540528807890166,1.1932159662246704,0.7537093162536621,0.7307919263839722
27,1608737235234617109,1,28,0,0.68,0.29462362064041625,1.129875445169751,1.169212818145752,-0.11447567492723465,-0.01453754585236311,1.1537232710108432,1.1961394548416138,0.6367395520210266,0.7159352898597717
28,1608737235441926497,1,29,0,0.72,0.2900251384378628,1.2674057829759584,1.1952638626098633,-0.1147729828953743,-0.02587775513529777,1.267425718354641,1.21640145778656,0.765438437461853,0.7257691621780396
29,1608737235725106308,1,30,0,0.68,0.3225480304138996,1.1530767851385866,1.1931231021881104,0.1004461720585823,-0.015351551584899426,1.1815962162843727,1.2141876220703125,0.6575396060943604,0.7106199264526367
30,1608737235945172265,1,31,1,0.68,0.36003388583420703,1.05409925430054,1.1659319400787354,0.8221790194511414,0.02214786969125271,1.0969457814456616,1.1907488107681274,0.5734859108924866,0.6773825287818909
31,1608737236228600462,1,32,1,0.6,0.6461624087890273,0.6543041195174539,1.0517523288726809,0.08763386309146881,0.10235363245010376,0.6209033593062355,1.0641188621520996,0.3017142117023468,0.5869835615158081
32,1608737236577259978,1,33,1,0.36,3.3927192153887464,0.07709352349868714,0.8411958813667297,1.6854366064071655,0.20832416415214536,0.13487276435752746,0.8603487610816956,0.09957857429981233,0.479551374912262
33,1608737368600241883,2,1,0,1.0,0.2500507249998189,0.9771995481480128,0.7831546664237976,0.5115715861320496,0.14498190581798553,1.001651972975364,0.8071939945220947,0.6773213148117065,0.4619278907775879
34,1608737368674623940,2,2,0,1.0,0.2499896474014685,0.9797597198624814,0.7484912276268005,-0.036012761294841766,0.14477433264255524,1.0016056537537497,0.7711958885192871,0.6767805218696594,0.4657760858535767
35,1608737368750620618,2,3,0,1.0,0.24661652434624176,0.9796260597758376,0.7335966229438782,-0.0006295430357567966,0.10430251061916353,1.0041198617398108,0.7526307106018066,0.6766643524169922,0.4864118099212647
36,1608737368826545572,2,4,0,1.0,0.24794546993138744,0.9847377856396,0.7996833324432373,-0.0355154313147068,-0.016018126159906387,1.0092543659666104,0.8303009271621704,0.6778062582015991,0.5616301894187927
37,1608737368905411247,2,5,0,1.0,0.24593510406627456,0.9898824631313448,0.9822410941123962,-0.0008559850975871086,0.7096588611602783,1.0170350408180835,1.0067334175109863,0.6852632761001587,0.6787671446800232
38,1608737368983988299,2,6,0,1.0,0.2447662567095661,1.002890284236652,0.9873791933059692,-0.034355822950601585,-0.021342584863305092,1.0327136472992644,1.0129456520080566,0.6948327422142029,0.6822694540023804
39,1608737369063576624,2,7,0,1.0,0.2454404582115761,1.010442221540637,0.9935157895088196,-0.000621036917436868,-0.0017566906753927474,1.040247166777607,1.0206739902496338,0.7012344002723694,0.6871601939201355
40,1608737369138629971,2,8,0,1.0,0.2499917239886003,1.0258263843040052,1.002755880355835,-0.07171346992254257,-0.0028961687348783016,1.0529311245023207,1.0304361581802368,0.7128404974937439,0.6943954825401306
41,1608737369213198375,2,9,0,1.0,0.25126288922708395,1.0331923857181944,1.0124467611312866,-0.07263131439685823,-0.003477895399555564,1.0575819163545308,1.0401017665863037,0.7136635780334473,0.7015669345855713
42,1608737369283269778,2,10,0,1.0,0.2481243683345533,1.035030549006633,1.0214763879776,-0.038808044046163566,-0.004051940049976111,1.0593854522599042,1.0485718250274658,0.7139512300491333,0.7073045372962952
43,1608737369424752505,2,11,0,1.0,0.24618279586610264,1.0422226146949516,1.029342770576477,-0.038496855646371834,-0.0045781885273754605,1.0665670720547131,1.0553425550460815,0.7160012125968933,0.7115381360054016
44,1608737369566716131,2,12,0,1.0,0.2372289974873511,1.0791000152928585,1.043074369430542,-0.07586447149515152,-0.0590975359082222,1.1061069844668254,1.0685144662857056,0.7446590065956116,0.7202231287956238
45,1608737369709647846,2,13,0,1.0,0.2369705906185777,1.1102097109892677,1.0599510669708252,-0.0758121907711029,-0.06162317842245104,1.1399003487510064,1.08590829372406,0.7734588384628296,0.732346773147583
46,1608737369924482031,2,14,0,1.0,0.2087134057498012,1.1543924288980014,1.0841910839080808,-0.1505008339881897,-0.08731348812580109,1.1760262186997277,1.1095972061157229,0.7948102355003357,0.7485761046409607
47,1608737370204056563,2,15,0,1.0,0.21332153708519802,1.1880306731992418,1.1147910356521606,-0.007080749608576299,-0.017596019431948662,1.212248280890477,1.1401697397232056,0.8207264542579651,0.7699311375617981
48,1608737370342545556,2,16,0,1.0,0.2149277380239982,1.2026174758209924,1.1468701362609863,-0.11628416925668715,-0.01965061575174332,1.2268300236230227,1.172222375869751,0.8299938440322876,0.7927296757698059
49,1608737370689059367,2,17,0,1.0,0.20946165577911866,1.3311725991230556,1.197284698486328,-0.09300392121076584,-0.02286948449909687,1.357963533057687,1.2225936651229858,0.937978208065033,0.8313935399055481
50,1608737370827422903,2,18,0,1.0,0.20847436404351927,1.3630338702637057,1.247849464416504,-0.09669985622167587,-0.02335874550044537,1.3871619935030766,1.2720460891723633,0.9546626210212708,0.8676342368125916
51,1608737371115393490,2,19,0,1.0,0.19931747183694,1.4996179759796922,1.3168944120407104,-0.012801502831280231,-0.015619367361068726,1.52633713256952,1.3421082496643066,1.0526852607727049,0.9192093014717102
52,1608737371257543653,2,20,0,1.0,0.20438891096098047,1.5451749098534775,1.3883233070373535,-0.2807273268699646,-0.029968449845910083,1.574393482453876,1.4145371913909912,1.0793287754058838,0.970929741859436
53,1608737371547553353,2,21,0,1.0,0.2070182399523358,1.631909482498806,1.4741817712783811,-0.2739866673946381,-0.04066193103790283,1.6637285138367806,1.501917004585266,1.1259270906448364,1.030116319656372
54,1608737371836926135,2,22,0,1.0,0.2399069344513423,1.7223658531613868,1.5524203777313232,-0.3281846344470978,-0.05261600017547608,1.7592967736890672,1.582183599472046,1.1878172159194946,1.080084204673767
55,1608737372060910733,2,23,0,1.0,0.26569735747096057,1.7592932214330457,1.6316722631454468,-0.009892109781503677,-0.032341312617063515,1.7986909154603956,1.6644893884658811,1.2253568172454834,1.1342229843139648
56,1608737372362316365,2,24,0,1.0,0.2332845780650515,1.851864799946776,1.7021217346191406,0.5200768709182739,-0.018455762416124344,1.9145675456633675,1.7421354055404663,1.3185893297195437,1.1874037981033323
57,1608737372646076193,2,25,1,0.72,0.2704593468715202,1.3687519429022352,1.6668370962142944,1.435911774635315,0.06071605905890465,1.3713219893630937,1.7015211582183838,0.9207526445388794,1.1556886434555054
58,1608737372787930452,2,26,1,0.88,0.3402272985890962,1.2117308165998038,1.582801342010498,1.9885551929473884,0.12765665352344513,1.2587426537631992,1.6205240488052368,0.8470001816749573,1.099903225898743
59,1608737373135561154,2,27,1,0.32,2.290332043803482,0.24501962371081404,1.2873321771621704,0.15378259122371676,0.15326200425624847,0.2450150837303629,1.3176677227020264,0.3275656998157501,0.9278529286384584
60,1608737373275604720,2,28,1,0.24,1.6039374136695048,0.0,0.935473382472992,1.7314579486846924,0.32719317078590393,0.4058823813280337,1.0391060113906858,0.23895886540412906,0.7305733561515808
61,1608737412780682998,3,1,0,1.0,0.22582962169721085,0.9538189955190008,0.7558642029762268,-1.5561665296554563,0.05325431004166603,0.9748145241157457,0.8511553406715393,0.6537854075431824,0.5976125597953796
62,1608737412854933954,3,2,0,1.0,0.22254559591996206,0.9525326991308948,0.672620415687561,-0.03499775379896164,-0.014943226240575312,0.9734516265350368,0.7715812921524048,0.651580810546875,0.5437781810760498
63,1608737412931008865,3,3,0,1.0,0.2190282463975767,0.9602779973440536,0.622329831123352,-0.0004326598427724093,-0.06389432400465013,0.9836153980596622,0.7165558338165283,0.6592018008232117,0.5062184929847717
64,1608737413005533585,3,4,0,1.0,0.22192029845145408,0.9674742434759124,0.7668207883834839,-0.0005897011142224072,-0.19709689915180206,0.9881433712690622,0.8651814460754395,0.6651973724365234,0.5737448334693909
65,1608737413081725693,3,5,0,1.0,0.22164219932524848,0.9767571237788896,0.9621722102165222,-0.0667225793004036,-0.2448622137308121,0.9947837259207072,0.9829617142677308,0.670857846736908,0.6601245999336243
66,1608737413157001073,3,6,0,1.0,0.2174059157255763,0.9799536853067696,0.9673991203308104,-0.06783745437860489,-0.0032964053098112345,0.9978076415464552,0.9875603318214417,0.6733269691467285,0.6640329360961914
67,1608737413234000426,3,7,0,1.0,0.21121090948293272,0.9836589317557628,0.9736244082450868,-0.0340278260409832,-0.0032990677282214165,1.0014722310525517,0.9931644797325134,0.6752808690071106,0.6687729954719543
68,1608737413307301454,3,8,0,1.0,0.2101693915866749,0.9872835403483086,0.9790255427360536,-0.06939157843589783,-0.004382867366075516,1.0050724635198838,0.997455894947052,0.6789466142654419,0.6727219820022583
69,1608737413379249621,3,9,0,1.0,0.21409945576935754,0.9882882346133042,0.9831883311271667,-0.03525257855653763,-0.05467567592859268,1.0085706538557409,1.0015413761138916,0.6795946955680847,0.6756013631820679
70,1608737413454583427,3,10,0,1.0,0.21303519945602595,0.9919470064152344,0.9862262606620787,-0.06643381714820862,-0.05458960309624672,1.0122584313689058,1.0050363540649414,0.6803634166717529,0.6775025129318237
71,1608737413524055426,3,11,0,1.0,0.2150097982429973,0.9906663349473384,0.988368809223175,-0.001044787815771997,-0.0417383648455143,1.0134041054291707,1.0081555843353271,0.6794337630271912,0.6787238717079163
72,1608737413591893563,3,12,0,1.0,0.21691524763880696,0.9918151777995148,0.990000069141388,-0.03747596219182015,-0.04258932545781136,1.0145492054969176,1.0107710361480713,0.6793190240859985,0.679531455039978
73,1608737413735229807,3,13,0,1.0,0.21779793671847536,1.0003800767799311,0.9926193356513976,-0.07009453326463701,-0.04721126705408096,1.0206264182305709,1.0138816833496094,0.6808174252510071,0.6799056529998779
74,1608737413804924159,3,14,0,1.0,0.21624576850241506,1.0039272272473587,0.9957471489906312,-0.07214147597551346,-0.053314290940761566,1.0266408648301777,1.01749587059021,0.6827490925788879,0.6805365681648254
75,1608737413944034582,3,15,0,1.0,0.2225013984964772,1.0071635980770155,0.998790442943573,-0.03629237413406372,-0.04645707830786705,1.0297991388468737,1.0210039615631104,0.6899189352989197,0.6824476718902588
76,1608737414087865539,3,16,0,1.0,0.2198265145104647,1.020730963324769,1.0048034191131592,-0.0011331805726513267,-0.005700167734175921,1.0408919288171543,1.0265015363693235,0.7039534449577332,0.6873515844345093
77,1608737414159375004,3,17,0,1.0,0.21412190957684107,1.0441446740882143,1.0152692794799805,-0.035691585391759865,-0.00569791765883565,1.0667098225865248,1.036933660507202,0.7270182967185974,0.6968914866447449
78,1608737414303268170,3,18,0,1.0,0.21761046922491364,1.0597940044359515,1.0271520614624023,-0.06961730867624283,-0.0056911720894277104,1.0822877585788873,1.0492658615112305,0.7332344651222229,0.7073748707771301
79,1608737414586676463,3,19,0,1.0,0.2124177742490608,1.1023183109664998,1.0468302965164185,-0.044100597500801086,-0.00692313676699996,1.1297691366974114,1.0698914527893066,0.7669547796249391,0.7242159843444824
80,1608737414662996184,3,20,0,1.0,0.21318749417662106,1.109879511000895,1.0673733949661257,-0.06522326916456223,-0.006995711009949446,1.1348000141291956,1.090891718864441,0.7719303965568542,0.7406182885169983
81,1608737415207964880,3,21,0,1.0,0.20763405460469048,1.2107914919288518,1.1053855419158936,-0.01284476649016142,-0.017029132694005966,1.233132572422907,1.1293399333953855,0.8440570235252379,0.7686389684677124
82,1608737415536771453,3,22,0,1.0,0.2075320944324384,1.2290307117254309,1.1423628330230713,-0.075338214635849,-0.020173829048871997,1.2537786947725185,1.1667536497116089,0.846187174320221,0.7924727201461792
83,1608737415909026914,3,23,0,1.0,0.2490763057025656,1.3298773343629264,1.1963794231414795,-0.10607873648405076,-0.024387547746300697,1.3569926375108226,1.2216945886611938,0.9211117625236512,0.8300482034683228
84,1608737416064543917,3,24,0,1.0,0.2469260181340386,1.3753240821532509,1.2509806156158447,-0.003853448666632176,-0.014755501411855219,1.4023545853371866,1.2762117385864258,0.9570028781890868,0.8680578470230103
85,1608737416217028797,3,25,0,1.0,0.2284029244637305,1.4151558118398704,1.3120359182357788,-0.08012979477643968,-0.015358510427176952,1.4445297543325306,1.3381576538085938,0.9890717267990112,0.9114861488342284
86,1608737416457319975,3,26,0,1.0,0.20745814260297726,1.4684134768781272,1.3635603189468384,-0.11117225140333176,-0.02170546539127827,1.5000617967591003,1.3915435075759888,1.0235440731048584,0.9473835229873656
87,1608737416923685917,3,27,0,1.0,0.2349091820038521,1.4132831843080282,1.4004108905792236,0.1191793829202652,-0.007038019131869079,1.4422824556993268,1.4292442798614502,0.9361114501953124,0.965368390083313
88,1608737417069653509,3,28,1,0.96,0.257477032138386,1.3380300140520671,1.4020413160324097,0.015755582600831985,0.007124586496502161,1.3670080937491702,1.431247353553772,0.8478465080261229,0.9507153630256652
89,1608737417352033029,3,29,1,0.92,0.4408163217646149,1.1358994877355055,1.3541563749313354,0.8181839585304259,0.0569026954472065,1.1792746234188851,1.3866313695907593,0.6710408926010132,0.8935229778289795
90,1608737417426560685,3,30,1,0.88,0.3551214826331937,1.1317948138943608,1.297484278678894,0.9995599389076232,0.07346177101135254,1.1774383408706444,1.3332130908966064,0.6800403594970703,0.8317167162895203
91,1608737417502852802,3,31,1,0.68,0.47059976217717603,0.9522956623108176,1.1942605972290041,1.1655782461166382,0.09737072885036467,0.9811361717728077,1.229427933692932,0.5154083967208862,0.7300895452499391
92,1608737417791341747,3,32,1,0.56,0.4934355085221788,0.7996402279101325,1.0715320110321045,1.4361221790313718,0.17021048069000244,0.9176320620253412,1.124497890472412,0.5423358678817749,0.6513344049453735
93,1608737417862444190,3,33,1,0.56,0.6058311572054764,0.6608713575402108,0.9361003041267396,2.0051488876342773,1.199981451034546,0.7937463752208699,1.009845495223999,0.4965690672397614,0.5810788869857788
94,1608737417931994838,3,34,1,0.36,2.774355982953628,0.404592233837996,0.7898387908935547,2.312744379043579,1.5193216800689695,0.17305809855688775,0.8086022138595581,0.4614610970020294,0.5391629934310913
95,1608737461864441790,4,1,0,1.0,0.2552346801588288,0.7898667776732007,0.7214532494544983,-0.16819652915000916,-0.014013773761689665,0.8143282052511165,0.7359801530838013,0.5632513761520386,0.5158051252365112
96,1608737461941391247,4,2,0,1.0,0.2597615470523077,0.7871015442095015,0.6884145140647888,0.03174106404185295,-0.028964539989829063,0.8115883118534462,0.7020705938339233,0.559487521648407,0.5246210098266602
97,1608737462017314363,4,3,0,1.0,0.2605746841055271,0.7885528056903921,0.6861969828605652,8.852955943439156e-06,-0.05896806716918945,0.810698225274778,0.6806837916374207,0.5609423518180847,0.5283423066139221
98,1608737462092354357,4,4,0,1.0,0.2636417094423245,0.7866175800173683,0.7113462090492249,-0.00017322500934824347,-0.07339049875736238,0.8086969385706239,0.6836739778518677,0.5599527359008789,0.5410190224647522
99,1608737462167246693,4,5,0,1.0,0.2680817269581492,0.7836887472854115,0.7871655225753784,-0.0007323683239519597,-0.0896444022655487,0.8079830198150214,0.8106589317321777,0.5589290261268616,0.5605126023292542
100,1608737462242703102,4,6,0,1.0,0.2692032745081077,0.8006707245992005,0.7893262505531311,-0.06397338211536407,-0.0005165372276678681,0.8225945295560675,0.8123121857643127,0.572313666343689,0.5623250603675842
101,1608737462318370316,4,7,0,1.0,0.27191176477535617,0.8102401103430853,0.7939540147781372,-0.09649112075567244,-0.002602249151095748,0.832113941867429,0.8164173364639282,0.5746175050735474,0.5653510689735413
102,1608737462393238377,4,8,0,1.0,0.27411432710574063,0.8149119532936436,0.7992258071899414,-0.06466461718082428,-0.04532186686992645,0.8344179149333601,0.8211612701416016,0.5736902952194214,0.5679006576538086
103,1608737462468679928,4,9,0,1.0,0.2832505700015441,0.8173885286649747,0.8053799867630005,-0.03283841535449028,-0.05182204395532608,0.8416733470360056,0.8277565836906433,0.5748966336250305,0.570889413356781
104,1608737462544134286,4,10,0,1.0,0.29305050183667103,0.8222024219218539,0.8130828142166138,-0.0643324926495552,-0.06447885185480118,0.8465333200933471,0.8354665637016296,0.5752801299095154,0.5741596221923828
105,1608737462692067965,4,11,0,1.0,0.29546941637281915,0.8367248273657486,0.8202936053276062,-0.09888088703155518,-0.07588908821344376,0.8561787831933592,0.8421834111213684,0.5792588591575623,0.5755487084388733
106,1608737462764131065,4,12,0,1.0,0.29415464149636955,0.8461900533214379,0.827483594417572,-0.13439780473709104,-0.08185063302516937,0.8680524387164226,0.8493711352348328,0.5823616981506348,0.5770975351333618
107,1608737462907136776,4,13,0,1.0,0.302729657709019,0.8532674982625087,0.8351547122001648,-0.05128961056470871,-0.0758499950170517,0.8751293218501596,0.8575134873390198,0.5878614783287048,0.5799317359924316
108,1608737463046826944,4,14,0,1.0,0.3068918310495468,0.8647872244886773,0.8446344137191772,-0.0027338021900504827,-0.00997827760875225,0.8866303991703011,0.8665048480033875,0.5951429009437561,0.5839810371398926
109,1608737463183681608,4,15,0,1.0,0.30704617532320283,0.8717856990363055,0.8545510172843933,-0.053211618214845664,-0.010346179828047752,0.8935991258413062,0.8759180307388306,0.5993958115577698,0.5888041257858276
110,1608737463542378111,4,16,0,1.0,0.30536597300167195,0.8764682472393494,0.8624996542930603,-3.280350938439369e-05,-0.0070817037485539905,0.8982998839953452,0.8843422532081604,0.6101933121681213,0.5949910283088684
111,1608737463857660204,4,17,0,1.0,0.28718804613501103,0.9050707097619056,0.874275803565979,0.06922663003206253,-0.0009142236667685213,0.9292871021022188,0.8965891599655151,0.6502642035484314,0.6085715293884277
112,1608737464005339243,4,18,0,1.0,0.2803935518801911,0.8948896386851328,0.8826002478599548,0.002739052288234234,0.0015046295011416078,0.9167396836446106,0.9049112200737,0.6454980969429016,0.620098888874054
113,1608737464236750931,4,19,0,1.0,0.2749163261157661,0.8730112101571129,0.8842450976371765,0.0943796932697296,0.008849965408444405,0.8997187633894601,0.9075289368629456,0.6317557096481323,0.6274213790893555
114,1608737464465856317,4,20,0,1.0,0.26229077943433715,0.8561207842489896,0.8811121582984924,0.0738493874669075,0.013042997568845749,0.8876014782701137,0.906329333782196,0.6277136206626892,0.6330849528312683
115,1608737464775795809,4,21,0,1.0,0.26015575159920584,0.8682553232171072,0.8794695734977722,-0.03899475559592247,0.010973982512950895,0.8949479426105778,0.9056589603424072,0.6346209645271301,0.637970507144928
116,1608737465012852330,4,22,0,1.0,0.2526202185761696,0.9043922926491484,0.8793338537216187,-0.007483438123017549,0.000505623291246593,0.9310924213931394,0.9060200452804564,0.6514407396316528,0.6382058262825012
117,1608737465176134212,4,23,0,1.0,0.249358386678642,0.928449091142662,0.8860456943511963,-0.1484774649143219,-0.0057603963650763035,0.9527511290218138,0.913222312927246,0.6585841774940491,0.6408230662345886
